50.0,100.0,3.0,294.4,294.4,94.4,0.0,94.4,5.6
50.0,100.0,6.0,559.4,559.4,86.2,0.0,86.2,11.6
50.0,100.0,9.0,803.0,803.0,80.6,0.0,80.6,13.0
50.0,100.0,12.0,1002.6,1002.6,71.2,0.0,71.2,14.6
50.0,100.0,15.0,1244.4,1244.4,73.8,0.0,73.8,18.6
50.0,100.0,18.0,1335.8,1335.8,59.8,0.0,59.8,17.6
50.0,100.0,21.0,1691.2,1691.2,70.2,0.0,70.2,19.4
50.0,100.0,24.0,1773.4,1773.4,58.2,0.0,58.2,23.8
50.0,100.0,27.0,1654.2,1654.2,42.4,0.0,42.4,23.6
50.0,100.0,30.0,2031.8,2031.8,54.0,0.0,54.0,22.0
50.0,100.0,33.0,1880.4,1880.4,36.8,0.0,36.8,24.4
50.0,100.0,36.0,2052.0,2052.0,38.8,0.0,38.8,21.2
50.0,100.0,39.0,2764.4,2764.4,52.6,0.0,52.6,25.8
50.0,100.0,42.0,2663.8,2663.8,46.6,0.0,46.6,29.0
50.0,100.0,45.0,2352.2,2352.2,33.8,0.0,33.8,24.6
50.0,100.0,48.0,2845.8,2845.8,44.0,0.0,44.0,29.2
50.0,100.0,51.0,3118.2,3118.2,42.4,0.0,42.4,30.8
50.0,100.0,54.0,3703.6,3703.6,53.8,0.0,53.8,35.4
50.0,100.0,57.0,3802.4,3802.4,47.8,0.0,47.8,37.8
50.0,100.0,60.0,3500.2,3500.2,38.6,0.0,38.6,32.0
50.0,100.0,63.0,4125.6,4125.6,47.4,0.0,47.4,38.6
50.0,100.0,66.0,3535.0,3535.0,36.0,0.0,36.0,37.2
50.0,100.0,69.0,4156.0,4156.0,43.6,0.0,43.6,38.0
50.0,100.0,72.0,2831.6,2831.6,21.6,0.0,21.6,23.6
50.0,100.0,75.0,4286.0,4286.0,42.0,0.0,42.0,31.0
50.0,100.0,78.0,3076.4,3076.4,20.4,0.0,20.4,25.6
50.0,100.0,81.0,3874.8,3874.8,29.0,0.0,29.0,35.8
50.0,100.0,84.0,4078.6,4078.6,32.4,0.0,32.4,32.2
50.0,100.0,87.0,3527.2,3527.2,24.2,0.0,24.2,28.8
50.0,100.0,90.0,5608.8,5608.8,49.2,0.0,49.2,32.8
50.0,100.0,93.0,4978.0,4978.0,35.0,0.0,35.0,40.2
50.0,100.0,96.0,4178.2,4178.2,23.4,0.0,23.4,37.8
50.0,100.0,99.0,4158.8,4158.8,22.0,0.0,22.0,38.8
50.0,100.0,102.0,3239.4,3239.4,16.4,0.0,16.4,28.0
50.0,100.0,105.0,5920.8,5920.8,40.0,0.0,40.0,42.8
50.0,100.0,108.0,3702.2,3702.2,18.0,0.0,18.0,30.8
