python3 reliability.py 20 60000 60600 6 25 $i 1 0 50

20, 40, 1, 49, 49, 47, 0, [], 47, 2
20, 40, 2, 203, 203, 118, 0, [], 118, 15
20, 40, 3, 68, 68, 0, 0, [], 0, 0
20, 40, 4, 181, 181, 37, 0, [], 37, 3
20, 40, 5, 710, 710, 142, 0, [], 142, 31
20, 40, 6, 281, 281, 41, 0, [], 41, 11
20, 40, 7, 440, 440, 56, 0, [], 56, 9
20, 40, 8, 88, 88, 0, 0, [], 0, 5
20, 40, 9, 1142, 1142, 130, 0, [], 130, 35
20, 40, 10, 20120, 37589, 3982, 0, [], 3982, 163
20, 40, 11, 609, 609, 48, 0, [], 48, 10
20, 40, 12, 101, 101, 0, 0, [], 0, 6
20, 40, 13, 886, 886, 67, 0, [], 67, 7
20, 40, 14, 18349, 25005, 961, 0, [], 961, 73
20, 40, 15, 1205, 1205, 80, 0, [], 80, 7
20, 40, 16, 92, 92, 0, 0, [], 0, 3
20, 40, 17, 2003, 2003, 120, 0, [], 120, 21
20, 40, 18, 621, 621, 28, 0, [], 28, 19
20, 40, 19, 111, 111, 0, 0, [], 0, 10
20, 40, 20, 21244, 29217, 141, 0, [], 141, 8
20, 40, 21, 415, 415, 16, 0, [], 16, 11
20, 40, 22, 21061, 34334, 0, 0, [], 0, 1959
20, 40, 23, 105, 105, 0, 0, [], 0, 6
20, 40, 24, 18524, 49531, 0, 0, [], 0, 179
20, 40, 25, 1416, 1416, 56, 0, [], 56, 3
20, 40, 26, 16137, 42795, 0, 0, [], 0, 176
20, 40, 27, 1414, 1414, 52, 0, [], 52, 4
20, 40, 28, 1427, 1427, 48, 0, [], 48, 7
20, 40, 29, 745, 745, 22, 0, [], 22, 59
20, 40, 30, 19361, 54553, 0, 0, [], 0, 219
20, 40, 31, 1149, 1149, 35, 0, [], 35, 5
20, 40, 32, 18105, 31040, 20, 0, [], 20, 260
20, 40, 33, 1244, 1244, 36, 0, [], 36, 8
20, 40, 34, 18255, 27741, 35, 0, [], 35, 348
20, 40, 35, 1547, 1547, 44, 0, [], 44, 16
20, 40, 36, 86, 86, 0, 0, [], 0, 2
20, 40, 37, 1685, 1685, 45, 0, [], 45, 8
20, 40, 38, 18152, 27815, 0, 0, [], 0, 220
20, 40, 39, 22326, 44071, 15, 0, [], 15, 7
20, 40, 40, 1041, 1041, 24, 0, [], 24, 13
20, 40, 41, 21356, 26886, 0, 0, [], 0, 96
20, 40, 42, 98, 98, 0, 0, [], 0, 2
20, 40, 43, 3081, 3081, 66, 0, [], 66, 35
20, 40, 1, 50, 50, 46, 0, [], 46, 4
20, 40, 2, 95, 95, 48, 0, [], 48, 4
20, 40, 3, 109, 109, 13, 0, [], 13, 1
20, 40, 4, 443, 443, 139, 0, [], 139, 3
20, 40, 5, 243, 243, 36, 0, [], 36, 16
20, 40, 6, 985, 985, 314, 0, [], 314, 31
20, 40, 7, 458, 458, 59, 0, [], 59, 11
