20, 40, 0, 0, 0, 40, 0, [], 40, 0
20, 40, 1, 40, 40, 38, 0, [], 38, 2
20, 40, 2, 74, 74, 33, 0, [], 33, 3
20, 40, 3, 96, 96, 24, 0, [], 24, 4
20, 40, 4, 153, 153, 36, 0, [], 36, 4
20, 40, 5, 182, 182, 32, 0, [], 32, 6
20, 40, 6, 135, 135, 13, 0, [], 13, 10
20, 40, 7, 202, 202, 17, 0, [], 17, 10
20, 40, 8, 249, 249, 26, 0, [], 26, 10
20, 40, 9, 245, 245, 21, 0, [], 21, 10
20, 40, 10, 226, 226, 13, 0, [], 13, 8
20, 40, 11, 313, 313, 25, 0, [], 25, 9
20, 40, 12, 266, 266, 14, 0, [], 14, 7
20, 40, 13, 260, 260, 13, 0, [], 13, 9
20, 40, 14, 454, 454, 29, 0, [], 29, 8
20, 40, 15, 366, 366, 20, 0, [], 20, 11
20, 40, 16, 508, 508, 28, 0, [], 28, 12
20, 40, 17, 434, 434, 19, 0, [], 19, 10
20, 40, 18, 296, 296, 8, 0, [], 8, 11
20, 40, 19, 266, 266, 5, 0, [], 5, 9
20, 40, 20, 408, 408, 13, 0, [], 13, 17
20, 40, 21, 488, 488, 21, 0, [], 21, 8
20, 40, 22, 540, 540, 20, 0, [], 20, 11
20, 40, 23, 534, 534, 16, 0, [], 16, 10
20, 40, 24, 508, 508, 19, 0, [], 19, 14
20, 40, 25, 664, 664, 25, 0, [], 25, 3
20, 40, 26, 412, 412, 11, 0, [], 11, 6
20, 40, 27, 578, 578, 17, 0, [], 17, 7
20, 40, 28, 667, 667, 16, 0, [], 16, 10
20, 40, 29, 1011, 1011, 34, 0, [], 34, 6
20, 40, 30, 617, 617, 18, 0, [], 18, 6
20, 40, 31, 800, 800, 20, 0, [], 20, 10
20, 40, 32, 730, 730, 18, 0, [], 18, 8
20, 40, 33, 657, 657, 13, 0, [], 13, 8
20, 40, 34, 492, 492, 9, 0, [], 9, 5
20, 40, 35, 327, 327, 4, 0, [], 4, 5
20, 40, 36, 965, 965, 24, 0, [], 24, 5
20, 40, 37, 520, 520, 10, 0, [], 10, 5
20, 40, 38, 741, 741, 18, 0, [], 18, 6
20, 40, 39, 311, 311, 1, 0, [], 1, 6
20, 40, 40, 465, 465, 10, 0, [], 10, 9
20, 40, 41, 662, 662, 11, 0, [], 11, 6
20, 40, 42, 584, 584, 12, 0, [], 12, 8
20, 40, 43, 724, 724, 13, 0, [], 13, 9
20, 40, 44, 1426, 1426, 30, 0, [], 30, 10
20, 40, 45, 638, 638, 9, 0, [], 9, 8
20, 40, 46, 397, 397, 2, 0, [], 2, 6
20, 40, 47, 761, 761, 12, 0, [], 12, 13
20, 40, 48, 294, 294, 1, 0, [], 1, 7
20, 40, 49, 867, 867, 16, 0, [], 16, 6
20, 40, 50, 1009, 1009, 18, 0, [], 18, 9
50, 100, 0, 0, 0, 100, 0, [], 100, 0
50, 100, 1, 100, 100, 98, 0, [], 98, 2
50, 100, 2, 193, 193, 92, 0, [], 92, 5
50, 100, 3, 280, 280, 82, 0, [], 82, 9
50, 100, 4, 368, 368, 86, 0, [], 86, 7
50, 100, 5, 474, 474, 90, 0, [], 90, 10
50, 100, 6, 566, 566, 86, 0, [], 86, 14
50, 100, 7, 662, 662, 92, 0, [], 92, 8
50, 100, 8, 749, 749, 90, 0, [], 90, 10
50, 100, 9, 747, 747, 72, 0, [], 72, 7
50, 100, 10, 905, 905, 82, 0, [], 82, 18
50, 100, 11, 953, 953, 72, 0, [], 72, 18
50, 100, 12, 1006, 1006, 65, 0, [], 65, 16
50, 100, 13, 1171, 1171, 80, 0, [], 80, 20
50, 100, 14, 1025, 1025, 52, 0, [], 52, 20
50, 100, 15, 1197, 1197, 65, 0, [], 65, 13
50, 100, 16, 1154, 1154, 59, 0, [], 59, 16
50, 100, 17, 1282, 1282, 57, 0, [], 57, 19
50, 100, 18, 1559, 1559, 77, 0, [], 77, 23
50, 100, 19, 1383, 1383, 50, 0, [], 50, 22
50, 100, 20, 1357, 1357, 51, 0, [], 51, 19
50, 100, 21, 1751, 1751, 77, 0, [], 77, 23
50, 100, 22, 1548, 1548, 50, 0, [], 50, 15
50, 100, 23, 1659, 1659, 57, 0, [], 57, 18
50, 100, 24, 1809, 1809, 60, 0, [], 60, 23
50, 100, 25, 2015, 2015, 69, 0, [], 69, 22
50, 100, 26, 1649, 1649, 37, 0, [], 37, 21
50, 100, 27, 1904, 1904, 49, 0, [], 49, 22
50, 100, 28, 1847, 1847, 51, 0, [], 51, 13
50, 100, 29, 2132, 2132, 55, 0, [], 55, 21
50, 100, 30, 2468, 2468, 72, 0, [], 72, 28
50, 100, 31, 1796, 1796, 42, 0, [], 42, 20
50, 100, 32, 1544, 1544, 18, 0, [], 18, 19
50, 100, 33, 2263, 2263, 47, 0, [], 47, 20
50, 100, 34, 2751, 2751, 67, 0, [], 67, 33
50, 100, 35, 1904, 1904, 31, 0, [], 31, 16
50, 100, 36, 1974, 1974, 38, 0, [], 38, 19
50, 100, 37, 2258, 2258, 42, 0, [], 42, 29
50, 100, 38, 2592, 2592, 45, 0, [], 45, 30
50, 100, 39, 2031, 2031, 28, 0, [], 28, 25
50, 100, 40, 2956, 2956, 58, 0, [], 58, 42
50, 100, 41, 1857, 1857, 22, 0, [], 22, 22
50, 100, 42, 2626, 2626, 47, 0, [], 47, 20
50, 100, 43, 2018, 2018, 30, 0, [], 30, 18
50, 100, 44, 3529, 3529, 73, 0, [], 73, 27
